,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
1976-12-31,1.006624,1.0203217,1.0233297,0.99104047,0.9727668,0.90312093,0.9883032,0.99751765
1977-12-31,1.0120901,1.0200697,1.009586,0.9906444,0.9643384,0.8805628,0.988758,0.9935014
1978-12-31,1.0100904,1.0185189,0.99679625,0.9915976,0.94394535,0.77879107,0.988758,0.98234516
1979-12-31,1.0096779,1.0159981,1.0003462,0.99212027,0.9364785,0.79683375,0.98933214,0.9823662
1980-12-31,1.0056187,1.0104356,1.0055548,0.9921381,0.95832205,0.9144946,0.99060625,0.9911066
1981-12-31,0.9967461,1.0039114,1.0202557,0.9920272,1.0000176,0.8704489,0.990886,0.9947255
1982-12-31,0.9931133,1.0037258,1.0314066,0.9920272,0.98573166,0.78949606,0.990886,0.9896086
1983-12-31,0.9959947,1.0068973,1.0450593,0.99201506,0.9845,0.7837272,0.9904359,0.9925537
1984-12-31,1.0001031,1.0063894,1.0473207,0.99082655,1.0066725,0.83372766,0.99123377,0.9993562
1985-12-31,1.0062826,1.0066836,1.0444902,0.9904305,0.9946372,0.8389728,0.9918331,0.9984198
1986-12-31,1.0022057,1.005166,1.0473015,0.99008733,0.9760123,0.8172239,0.99272966,0.99406517
1987-12-31,0.9992446,1.000879,1.03317,0.98929405,0.9564218,0.7577255,0.99290943,0.9840827
1988-12-31,0.9993139,0.9964682,1.0233451,0.9896336,0.9571301,0.74964356,0.9936681,0.9812854
1989-12-31,0.99688816,0.99252814,1.0160407,0.9896336,0.9418984,0.8007639,0.9937305,0.9792854
1990-12-31,0.99359,0.9950553,1.0022055,0.9901673,0.90885925,0.7921537,0.994307,0.9716694
1991-12-31,0.98992956,0.9924584,0.97213215,0.99024844,0.87014693,0.71612257,0.99435943,0.95556545
1992-12-31,0.99002135,0.98689926,0.96794814,0.98996556,0.8337127,0.72910285,0.994554,0.9489745
1993-12-31,0.9899687,0.98402554,0.97959787,0.9895694,0.7984328,0.83785516,0.9950989,0.9509506
1994-12-31,0.9916934,0.9812952,0.9565005,0.9895694,0.8605627,0.7510428,0.9952702,0.95126384
1995-12-31,0.9949682,0.98067635,0.95342433,0.9905208,0.9128956,0.6564771,0.99454933,0.95391405
1996-12-31,0.9893402,0.97832227,0.94644725,0.9911662,0.89947623,0.61547023,0.9943148,0.9472132
1997-12-31,0.9822742,0.97697914,0.92778414,0.9911263,0.8805279,0.6875729,0.9949392,0.9436587
1998-12-31,0.9793172,0.97572565,0.9148402,0.9906444,0.8927263,0.57346356,0.99490225,0.9363375
1999-12-31,0.9731657,0.9730803,0.8850153,0.9898626,0.91176116,0.49562913,0.99418426,0.92811626
2000-12-31,0.9657595,0.97085065,0.87201756,0.9891725,0.87185425,0.49261943,0.9937329,0.91798663
2001-12-31,0.9624972,0.9663323,0.8582328,0.98932695,0.8620784,0.5578017,0.993383,0.91614556
2002-12-31,0.96657723,0.96084356,0.85628766,0.988488,0.8619055,0.5523529,0.99164045,0.914698
2003-12-31,0.9698033,0.951994,0.8464431,0.98749495,0.8374236,0.45787647,0.9912515,0.90282863
2004-12-31,0.9697647,0.9458669,0.8499403,0.98696214,0.84564245,0.46020302,0.99060047,0.9033515
2005-12-31,0.97052056,0.946383,0.8579853,0.9867059,0.84551334,0.48264265,0.99023783,0.9060719
2006-12-31,0.967463,0.9485289,0.8473093,0.9863472,0.8180941,0.46574152,0.9882446,0.8989435
2007-12-31,0.965889,0.9483898,0.878154,0.9861209,0.7740243,0.5465693,0.9846713,0.9013599
2008-12-31,0.9590519,0.9448201,0.8922912,0.98537225,0.75283045,0.54686487,0.982709,0.89852345
2009-12-31,0.95116043,0.9416092,0.896376,0.9850143,0.71285206,0.5129719,0.9816071,0.88939744
2010-12-31,0.9468381,0.9409658,0.87769896,0.98489344,0.6894744,0.4762014,0.9788719,0.8795988
2011-12-31,0.935826,0.9399818,0.8575436,0.984114,0.73892814,0.46546963,0.97701186,0.8805742
2012-12-31,0.93256426,0.9387273,0.81851614,0.9836442,0.7713243,0.44096747,0.97497827,0.87623507
2013-12-31,0.9322446,0.93635887,0.81637317,0.9838623,0.7920365,0.4309641,0.9734055,0.87772185
2014-12-31,0.93676573,0.9363781,0.82538795,0.984557,0.79296786,0.36086416,0.9713508,0.87630236
2015-12-31,0.92336094,0.9319701,0.85469043,0.9649034,0.7774304,0.35836703,1.0476706,0.88116074
2016-12-31,0.9189276,0.9304557,0.85062796,0.9626622,0.70623875,0.31228447,1.0447893,0.86578125
2017-12-31,0.9117666,0.92962354,0.8486183,0.9626622,0.6747766,0.27393407,1.0429438,0.8572073
2018-12-31,0.90697247,0.92809707,0.82766014,0.9626622,0.664398,0.30822083,1.0412855,0.8525984
2019-12-31,0.90543336,0.9267328,0.8224464,0.96177584,0.6811393,0.33962658,1.0396535,0.8550097
2020-12-31,0.90734285,0.92485166,0.80401486,0.96053475,0.6975411,0.2650765,1.0383133,0.8498642
2021-12-31,0.9077281,0.9223709,0.7910093,0.9603974,0.73067653,0.2156593,1.035441,0.84910816
2022-12-31,0.8992536,0.91793597,0.7769949,0.9599855,0.7519142,0.23852357,1.0323296,0.8483679
2023-12-31,0.8956574,0.9163838,0.7631875,0.9599855,0.76938516,0.21128443,1.0285038,0.8458031
2024-12-31,0.8911976,0.9142214,0.7682758,0.9599855,0.73039025,0.20593026,1.0266892,0.83926105
2025-12-31,0.8915324,0.90937924,0.7581535,0.9598619,0.703226,0.209386,1.02207,0.8322002
2026-12-31,0.89202446,0.90414774,0.7505429,0.959244,0.67713314,0.19997513,1.0193226,0.8251206
2027-12-31,0.8914919,0.89798945,0.7462512,0.959244,0.6478658,0.20229915,1.014722,0.81830657
2028-12-31,0.8849992,0.8943384,0.74538654,0.959244,0.62295747,0.19081788,1.0075169,0.8112787
2029-12-31,0.8803456,0.89290035,0.7599128,0.95935184,0.6197734,0.14284982,1.0025649,0.8092072
2030-12-31,0.87655556,0.892733,0.7679832,0.959244,0.6187347,0.14778194,0.99657655,0.8094093
2031-12-31,0.87588567,0.8887097,0.7703292,0.9587913,0.6275789,0.17135678,0.9893202,0.8105908
2032-12-31,0.8777782,0.8876711,0.735314,0.958565,0.6111283,0.18234879,0.9836035,0.8021098
2033-12-31,0.87340885,0.88588315,0.7294749,0.958565,0.5832963,0.18277639,0.97665894,0.7951756
2034-12-31,0.86809766,0.8798871,0.71978384,0.95849323,0.5692851,0.16468178,0.9725059,0.7879036
2035-12-31,0.8610449,0.87182474,0.71348846,0.957704,0.5919857,0.14802726,0.96906656,0.7859989
2036-12-31,0.8479852,0.8669662,0.7171734,0.95763963,0.6128415,0.15563889,0.9634322,0.786413
2037-12-31,0.84137195,0.86393,0.72697467,0.955773,0.59835327,0.16427478,0.95923847,0.7840015
2038-12-31,0.835284,0.86299604,0.7260907,0.9554441,0.5859307,0.15086946,0.9529471,0.7793951
2039-12-31,0.83068615,0.86483335,0.737204,0.9548672,0.58700967,0.1061754,0.9476086,0.77808124
2040-12-31,0.8253725,0.8645169,0.7483367,0.9544094,0.5710735,0.07455711,0.9437496,0.77456176
2041-12-31,0.82536703,0.8620575,0.7457694,0.9543016,0.5502978,0.07852895,0.9398287,0.77030057
2042-12-31,0.82024115,0.86125225,0.74677414,0.95376235,0.5465583,0.10177957,0.936101,0.76968586
2043-12-31,0.8112222,0.85823226,0.73683465,0.95376235,0.5541805,0.1093185,0.9313927,0.7669131
2044-12-31,0.80901843,0.85502046,0.73699445,0.95376235,0.5860692,0.11698659,0.9292066,0.7708202
2045-12-31,0.8103626,0.85313785,0.74395347,0.95376235,0.59469706,0.08269104,0.92685187,0.7710508
2046-12-31,0.8060101,0.8489335,0.74213386,0.95376235,0.56285125,0.07035827,0.9219316,0.7632594
2047-12-31,0.8010904,0.8425132,0.7135376,0.9537166,0.49432647,0.0789836,0.91616166,0.7458603
2048-12-31,0.80607283,0.83423597,0.7025562,0.9532131,0.44378406,0.08290815,0.905548,0.7345429
2049-12-31,0.80145085,0.82928556,0.6899789,0.9532131,0.4384614,0.06273012,0.8962061,0.72772604
2050-12-31,0.7861611,0.82552546,0.69063437,0.9532131,0.4577594,0.082936175,0.889588,0.72782785
2051-12-31,0.7781086,0.82441276,0.6858452,0.9532131,0.50005955,0.09748999,0.88260317,0.73176503
2052-12-31,0.7690685,0.8197817,0.65638226,0.9529543,0.5138754,0.062712535,0.87341005,0.72341514
